score,sentence1,sentence2,sbj1,sbj2
Sim3, چهار نفر مشغول اجرای موسیقی در فضای باز هستند , یک مرد سفید پوست در حال اجرای یک کلاه و یک گیتار نواختن است ,نفر,مرد
Sim2, مردی با کلاه سفید روی صحنه گیتار می‌زند , چهار نفر بی صدا در فضای باز ایستاده‌اند ,مردی,نفر
Sim4, مردی با لباس قرمز به سرعت در حال مسابقه دوچرخه سواری خاکی است , مردی با لباس قرمز در حال دویدن در یک مسابقه دوچرخه سواری خاکی است ,مردی,مردی
Sim4, یک خانواده خوشبخت کنار شومینه در حال ژست گرفتن هستند , خانواده‌ای که خوشحال به نظر می‌رسند در کنار شومینه در حال عکس گرفتن هستند ,خانواده,خانواده
Sim4, یک خانواده خوشبخت کنار شومینه در حال ژست گرفتن هستند , یک خانواده غمگین کنار شومینه در حال ژست گرفتن هستند ,خانواده,خانواده
Sim5, این خانواده با یک گوشته و یک درخت کریسمس در حال ژست گرفتن هستند , خانواده‌ای کنار جبه و درخت کریسمس در حال ژست گرفتن هستند ,خانواده,خانواده
Sim4, هیچ خانواده‌ای در کنار گوشته و درخت کریسمس ژست نمی‌گیرد , خانواده‌ای کنار جبه و درخت کریسمس در حال ژست گرفتن هستند ,خانواده,خانواده
Sim4, این خانواده با یک گوشته و یک درخت کریسمس در حال ژست گرفتن هستند , یک خانواده خوشبخت کنار شومینه در حال ژست گرفتن هستند ,خانواده,خانواده
Sim3, خانواده‌ای کنار جبه و درخت کریسمس در حال ژست گرفتن هستند , یک خانواده خوشبخت کنار شومینه در حال ژست گرفتن هستند ,خانواده,خانواده
Sim4, دو پسر پیراهن قهوه‌ای پوشیده‌اند و طناب را روی سکوی چوبی طناب کشی می‌کنند , دو دختر پیراهن قهوه‌ای به تن دارند و طناب را روی سکویی چوبی طناب کشی می‌کنند ,پسر,دختر
Sim2, دو پسر دوقلوی دوقلو با چوب در حال دوئل هستند , دو پسر پیراهن قهوه‌ای به تن دارند و با شور و شوق طناب را روی سکوی چوبی می‌کشند ,پسر,پسر
Sim2, دو دختر پیراهن قهوه‌ای به تن دارند و طناب را روی سکویی چوبی طناب کشی می‌کنند , دو پسر دوقلوی دوقلو با چوب در حال دوئل هستند ,دختر,پسر
Sim2, دو پسر پیراهن قهوه‌ای پوشیده‌اند و طناب را روی سکوی چوبی طناب کشی می‌کنند , دو بچه دوقلوی دوقلو با چوب در حال دوئل هستند ,پسر,بچه
Sim5, یک حریف در حال مقابله با یک بازیکن فوتبال است , یک بازیکن فوتبال توسط حریف خود مبارزه می‌کند ,حریف,بازیکن
Sim4, هیچ فوتبالیستی وجود ندارد که توسط حریف مقابله کند , یک بازیکن فوتبال توسط حریف خود مبارزه می‌کند ,فوتبالیست,بازیکن
Sim4, بازیکنان راگبی با یکدیگر کنار نمی‌آیند , بازیکنان راگبی با یکدیگر کنار می‌آیند ,بازیکن,بازیکن
Sim3, یک بازیکن فوتبال توسط حریف خود مبارزه می‌کند , برخی از افراد که راگبی بازی می‌کنند با یکدیگر کنار می‌آیند ,بازیکن,افراد
Sim2, هیچ فوتبالیستی وجود ندارد که توسط حریف مقابله کند , بازیکنان راگبی با یکدیگر کنار می‌آیند ,فوتبالیست,بازیکن
Sim2, یک بازیکن فوتبال توسط حریف خود مبارزه می‌کند , بازیکنان راگبی با یکدیگر کنار می‌آیند ,بازیکن,بازیکن
Sim5, سگی که سفید است روی برگهای افتاده ایستاده است , سگی سفید روی برگهای افتاده ایستاده است ,سگ,سگ
Sim5, سگی سفید روی برگهای زمین ایستاده است , یک سگ سفید روی برگهای زمین ایستاده است ,سگ,سگ
Sim4, هیچ سگی سفید روی برگهای زمین ایستاده نیست , سگی سفید روی برگهای زمین ایستاده است ,سگ,سگ
Sim3, سگی سفید روی برگهای افتاده دراز کشیده است , سگی سفید روی برگهای زمین ایستاده است ,سگ,سگ
Sim4, دو دختر در خانه جامپر بازی نمی‌کنند , دو دختر در داخل خانه جامپری بازی می‌کنند ,دختر,دختر
Sim4, کودکی با لباس روشن به حالت ایستاده در حالی که دستانش را به بیرون باز کرده است , کودکی با لباس‌های روشن و دراز کشیده و دستانش را ضربدر کرده است ,کودک,کودک
Sim1, دو دختر در داخل خانه جامپری بازی می‌کنند , کودک با لباسی که رنگ آن روشن است دستانش را به بیرون کشیده ایستاده است ,دختر,کودک
Sim1, کودکی با لباس‌های روشن و دراز کشیده و دستانش را ضربدر کرده است , دو دختر در داخل خانه جامپری بازی می‌کنند ,کودک,دختر
Sim5, دختر و پسر در سالن بدنسازی در فضای باز بازی می‌کنند , یک دختر و پسر در سالن بدن سازی در فضای باز بازی می‌کنند ,آنها,آنها
Sim5, برخی از کودکان در زمین بازی بازی می‌کنند , بعضی از بچه‌ها در زمین بازی بازی می‌کنند ,کودک,بچه
Sim5, موتورسوار سوار شلوار آبی و مشکی است , شلوار آبی و مشکی توسط موتورسوار سوار می‌شود ,موتورسوار,موتورسوار
Sim4, ماده‌ای که دستکش صورتی و ژاکت قهوه‌ای به تن دارد در برف لبخند می‌زند , یک زن جوان آسیایی با دستکش صورتی در برف ایستاده است ,ماده,زن
Sim3, مردی در حال نوشیدن آب پرتقال و راه رفتن است , مردی در حال ریختن آب پرتقال و ایستادن در جای خود است ,مردی,مردی
Sim4, مردی در یک روز آفتابی در حال نوشیدن آب پرتقال و راه رفتن است , هیچ مردی در یک روز آفتابی آب پرتقال نمی‌نوشد و قدم می‌زند ,مردی,مردی
Sim3, هیچ مردی در یک روز آفتابی آب پرتقال نمی‌نوشد و قدم می‌زند , مردی در حال نوشیدن آب پرتقال و راه رفتن است ,مردی,مردی
Sim4, مردی در یک روز آفتابی در حال نوشیدن آب پرتقال و راه رفتن است , شخصی در حال نوشیدن آب پرتقال و راه رفتن است ,مردی,شخص
Sim4, مردی در یک روز آفتابی در حال نوشیدن آب پرتقال و راه رفتن است , مردی در حال نوشیدن آب پرتقال و راه رفتن است ,مردی,مردی
Sim4, یک سگ سیاه در آب کم عمق ایستاده است , یک سگ سیاه در آب عمیق ایستاده است ,سگ,سگ
Sim3, یک سگ سیاه با یقه قرمز صورت خود را در آب قرار داده است , یک سگ سیاه در آب کم عمق ایستاده است ,سگ,سگ
Sim5, جمعیت در حال تماشای یک بازی فوتبال هستند , مردم یک بازی فوتبال را تماشا می‌کنند ,جمعیت,دیگر
Sim4, جمعیت در حال تماشای یک بازی فوتبال هستند , جمعیت در حال تماشای یک بازی فوتبال نیستند ,جمعیت,جمعیت
Sim4, جمعیت در حال تماشای فوتبال در این بازی هستند , جمعیت در حال تماشای یک بازی فوتبال هستند ,جمعیت,جمعیت
Sim5, گروهی از بازیکنان فوتبال در زمین می‌دوند , گروهی از بازیکنان فوتبال در زمین در حال دویدن هستند ,گروهی,بازیکنان
Sim4, گروهی از بازیکنان فوتبال در زمین در حال دویدن هستند , گروهی از بازیکنان فوتبال همچنان در زمین ایستاده‌اند ,گروهی,بازیکنان
Sim3, جمعیت در حال تماشای یک بازی فوتبال هستند , گروهی از بازیکنان فوتبال در زمین می‌دوند ,جمعیت,بازیکنان
Sim3, جمعیت در حال تماشای یک بازی فوتبال نیستند , گروهی از بازیکنان فوتبال در زمین در حال دویدن هستند ,جمعیت,بازیکنان
Sim4, جمعیت در حال تماشای یک بازی فوتبال هستند , گروهی از بازیکنان فوتبال در زمین در حال دویدن هستند ,جمعیت,بازیکنان
Sim3, گروهی از مردم کنار هم ایستاده‌اند و به دوربین نگاه می‌کنند , گروهی از مردم نیستند که کنار هم بایستند و به دوربین نگاه کنند ,مردم,مردم
Sim4, یک مرد شرقی و دو زن روبروی دوربین هستند , این گروه با هم ایستاده‌اند و به دوربین نگاه می‌کنند ,آنها,گروه
Sim3, یک مرد شرقی و دو زن روبروی دوربین هستند , گروهی از مردم نیستند که کنار هم بایستند و به دوربین نگاه کنند ,آنها,دیگر
Sim4, یک مرد شرقی و دو زن روبروی دوربین هستند , گروهی از مردم کنار هم ایستاده‌اند و به دوربین نگاه می‌کنند ,آنها,دیگر
Sim4, یک دختر کوچک سوار ماشین اسباب بازی است , یک دختر کوچک در حال پیاده شدن از یک ماشین اسباب بازی است ,دختر,دختر
Sim3, یک دختر کوچک در حال پیاده شدن از یک ماشین اسباب بازی است , کودکی در یک ماشین اسباب بازی قرمز و زرد نشسته است ,دختر,کودک
Sim4, کودکی در ماشین اسباب بازی رنگی به رنگ قرمز و زرد نشسته است , یک دختر کوچک سوار ماشین اسباب بازی است ,کودک,دختر
Sim4, پسر بچه‌ای با لباس قرمز در حال پریدن روی زمین است , پسر بچه‌ای با لباس قرمز در حال پریدن به هوا است ,پسر,پسر
Sim3, پسر بچه‌ای با لباس قرمز در حال پریدن روی زمین است , کودکی با لباس قرمز در حال پریدن روی ترامپولین است ,پسر,کودک
Sim4, پسر بچه‌ای با لباس قرمز در حال پریدن به هوا است , کودکی با لباس قرمز به طرز خطرناکی از روی ترامپولین می‌پرد ,پسر,کودک
Sim4, پسر بچه‌ای با لباس قرمز در حال پریدن به هوا است , هیچ کودکی با لباس قرمز وجود ندارد که روی ترامپولین بپرد ,پسر,کودک
Sim4, کودکی با لباس قرمز در حال پریدن روی ترامپولین است , پسر بچه‌ای با لباس قرمز در حال پریدن به هوا است ,کودک,پسر
Sim4, یک سگ سیاه در حال بازی با یک سگ قهوه‌ای روی شن‌ها است , یک سگ سیاه در حال حمله به یک سگ قهوه‌ای روی شن‌ها است ,سگ,سگ
Sim4, یک سگ قهوه‌ای و یک سگ سیاه در حال شنیدن در ماسه‌ها هستند , یک سگ قهوه‌ای و یک سگ سیاه در شن بازی می‌کنند ,سگ,سگ
Sim4, یک سگ قهوه‌ای و یک سگ سیاه در شن بازی می‌کنند , هیچ سگ قهوه‌ای و سگ سیاه در شن بازی نمی‌کند ,سگ,سگ
Sim4, یک سگ قهوه‌ای و یک سگ سیاه در حال شنیدن در ماسه‌ها هستند , یک سگ سیاه در حال بازی با یک سگ قهوه‌ای روی شن‌ها است ,سگ,سگ
Sim4, یک سگ سیاه در حال بازی با یک سگ قهوه‌ای روی شن‌ها است , هیچ سگ قهوه‌ای و سگ سیاه در شن بازی نمی‌کند ,سگ,سگ
Sim4, یک زن و سه مرد در حال عکس گرفتن هستند , یک زن در حال عکس گرفتن برای سه مرد است ,آنها,زن
Sim4, یک زن و سه مرد بی حرکت در حال عکس گرفتن هستند , سه مرد و یک زن در حال عکس گرفتن هستند ,آنها,آنها
Sim4, یک زن و سه مرد عکس را انکار می‌کنند , سه مرد و یک زن در حال عکس گرفتن هستند ,آنها,آنها
Sim3, پسر جوانی پوشیده از چمن که در نزدیکی حصار چوبی می‌پرید وجود ندارد , پسر جوانی که پوشیده از چمن است در حال پریدن در نزدیکی حصار چوبی است ,پسر,پسر
Sim3, پسر جوانی در حال پریدن است و حصار چوبی اطراف را با چمن می‌پوشاند , پسر جوانی که پوشیده از چمن است در حال پریدن در نزدیکی حصار چوبی است ,پسر,پسر
Sim5, پسری مرطوب با شادی روی چمنهای کثیف و مرطوب می‌پرید , پسری خیس در حال پریدن روی چمنهای کثیف و مرطوب است ,پسر,پسر
Sim3, پسری خیس در حال پریدن روی چمنهای کثیف و مرطوب است , پسر جوانی پوشیده از چمن که در نزدیکی حصار چوبی می‌پرید وجود ندارد ,پسر,پسر
Sim5, یک سگ سیاه و سفید در حال گذر از میان چمن‌های بلند است , سگ سیاه از بین چمن‌های بلند قدم می‌زند ,سگ,سگ
Sim4, سگ سیاه در حال چرخه سرعت در میان چمن‌ها است , سگ سیاه از بین چمن‌ها می‌دود ,سگ,سگ
Sim3, سگ سیاه از بین چمن‌ها می‌دود , سگ سیاه از بین چمن‌ها نمی‌دود ,سگ,سگ
Sim4, سگ سیاه از بین چمن‌ها می‌دود , سگ سیاه از بین چمن‌های بلند قدم می‌زند ,سگ,سگ
Sim2, یک کوهنورد سیاه پوست سگی را تکان می‌دهد , سگ سیاه در حال صعود بر روی یک سنگ است ,کوهنورد,سگ
Sim5, سگی با دو پنجه جلوی خود روی صخره‌ای در یک مزرعه ایستاده است , سگ با دو پنجه جلوی خود روی صخره‌ای در مزرعه ایستاده است ,سگ,سگ
Sim5, سگی با دو پنجه جلوی خود روی صخره‌ای در یک مزرعه ایستاده است , هیچ سگی با دو پنجه جلوی خود بر روی صخره‌ای در مزرعه ایستاده است ,سگ,سگ
Sim4, دو پسر کوچک که لباس‌های تاکسی پوشیده روی زمین فرش قرمز نشسته‌اند , دو پسر کوچک که لباس‌های تاکسی پوشیده‌اند روی زمین فرش قرمز ایستاده‌اند ,پسر,پسر
Sim3, دو پسر کوچک که لباس‌های تاکسی پوشیده روی زمین فرش قرمز نشسته‌اند , برخی از پسران که فرش پوشیده‌اند روی دو لباس قرمز نشسته‌اند ,پسر,پسر
Sim3, برخی از پسران که فرش پوشیده‌اند روی دو لباس قرمز نشسته‌اند , دو پسر کوچک لباس تاکسی پوشیده‌اند ,پسر,پسر
Sim4, مردی در پیاده رو ایستاده است , مردی در پیاده رو نشسته است ,مردی,مردی
Sim2, مردی در پیاده رو ایستاده است , هیچ مردی کنار اتوبوس ایستاده است ,مردی,مردی
Sim4, یک سگ با پوزه و کت آبی دور دادگاه می‌دود , سگی با پوزه و کاپشن آبی در حیاط در حال دویدن است ,سگ,سگ
Sim4, سگی با پوزه و کت آبی در حیاط استراحت می‌کند , سگی با پوزه و کاپشن آبی در حیاط در حال دویدن است ,سگ,سگ
Sim3, سگی با پتوی آبی در میان چمن‌ها در حال دویدن است , سگی با پوزه و کت آبی در حیاط استراحت می‌کند ,سگ,سگ
Sim3, سگی با پتوی آبی در میان چمن‌ها در حال دویدن است , سگی با پوزه آبی با کاپشن در حیاط می‌دوید ,سگ,سگ
Sim3, سگی با پتو که به رنگ آبی رنگ شده از میان چمن‌ها می‌دود , سگی با پوزه و کاپشن آبی در حیاط در حال دویدن است ,سگ,سگ
Sim3, سگی با پوزه و کاپشن آبی در حیاط در حال دویدن است , هیچ سگی با پتوی آبی در میان چمن‌ها نمی‌گذرد ,سگ,سگ
Sim4, یک سگ قهوه‌ای با یک اسباب بازی در دهانش با نفس می‌دوید و از حیاط می‌دوید , یک سگ قهوه‌ای با یک اسباب بازی در دهانش از حیاط می‌دود ,سگ,سگ
Sim4, یک اسباب بازی رنگی را یک سگ قهوه‌ای در چمن حمل می‌کند , یک سگ قهوه‌ای با یک اسباب بازی در دهانش از حیاط می‌دود ,سگ,سگ
Sim4, یک سگ قهوه‌ای با یک اسباب بازی در دهانش از حیاط می‌دود , یک سگ قهوه‌ای در حال انداختن یک اسباب بازی رنگی از دهان خود است ,سگ,سگ
Sim4, یک سگ قهوه‌ای با یک اسباب بازی در دهانش با نفس می‌دوید و از حیاط می‌دوید , یک سگ قهوه‌ای یک اسباب بازی رنگی را در چمن حمل می‌کند ,سگ,سگ
Sim4, یک سگ قهوه‌ای با یک اسباب بازی در دهانش از حیاط می‌دود , یک سگ قهوه‌ای یک اسباب بازی رنگی را در چمن حمل می‌کند ,سگ,سگ
Sim5, شخصی که پیراهن سبز دارد از بالای چمن‌ها می‌پرد بالا , شخصی با پیراهن سبز در حال پریدن از بالای چمن‌ها است ,شخص,شخص
Sim4, شخصی با پیراهن سبز در حال پریدن از بالای چمن‌ها است , شخصی بدون پیراهن دارد از روی چمن‌های سبز بالا می‌پرد ,شخص,شخص
Sim3, شخصی که پیراهن سبز دارد از بالای چمن‌ها می‌پرد بالا , پسر جوانی در حالی که زانوها را خم کرده و بازوها را باز کرده است در هوا می‌پرد ,شخص,پسر
Sim2, شخصی با پیراهن سبز در حال پریدن روی چمن‌ها است , پسر جوانی در حالی که زانوها را خم کرده و بازوها را باز کرده است در هوا می‌پرد ,شخص,پسر
Sim3, یک سگ توپ را در هوا از دست می‌دهد , سگی در هوا در حال گرفتن توپ است ,سگ,سگ
Sim3, سگی در هوا در حال گرفتن توپ است , سگی در هوا با یک توپ گیر می‌کند ,سگ,سگ
Sim3, یک سگ قهوه‌ای و سفید در حال پریدن در هوا با یک توپ تنیس در دهانش است , یک سگ قهوه‌ای و سفید با توپ تنیس در دهان خود روی زمین استراحت کرده است ,سگ,سگ
Sim3, سگی در هوا در حال گرفتن توپ است , یک سگ قهوه‌ای و سفید با توپ تنیس در دهان خود روی زمین استراحت کرده است ,سگ,سگ
Sim4, یک سگ قهوه‌ای و سفید در حال پریدن در هوا با یک توپ تنیس در دهانش است , یک سگ در هوا در حال گرفتن یک توپ است ,سگ,سگ
Sim3, یک سگ قهوه‌ای و سفید در حال پریدن در هوا با یک توپ تنیس در دهانش است , یک سگ توپ را در هوا از دست می‌دهد ,سگ,سگ
Sim4, یک سگ قهوه‌ای و سفید در حال پریدن در هوا با یک توپ تنیس در دهانش است , سگی در هوا با یک توپ گیر می‌کند ,سگ,سگ
Sim4, مرد در حال دوچرخه سواری با دوچرخه کوهستان است , مردی فقط با یک چرخ در حال دوچرخه سواری است ,مرد,مردی
Sim3, هیچ اردک قهوه‌ای وجود ندارد که سر آن سبز باشد و بال‌های خود را در آب بزند , یک اردک قهوه‌ای با سر سبز بالهای خود را در آب می‌زند ,اردک,اردک
Sim5, پرنده‌ای به شدت بالهای خود را روی آب می‌زند , پرنده‌ای در حال بال زدن به آب است ,پرنده,پرنده
Sim4, پرنده‌ای بالهای خود را در آب قرار داده است , پرنده‌ای در حال بال زدن به آب است ,پرنده,پرنده
Sim4, پرنده‌ای به شدت بالهای خود را روی آب می‌زند , یک اردک قهوه‌ای با سر سبز بالهای خود را در آب می‌زند ,پرنده,اردک
Sim3, پرنده‌ای بالهای خود را در آب قرار داده است , یک اردک قهوه‌ای با سر سبز بالهای خود را در آب می‌زند ,پرنده,اردک
Sim4, یک اردک قهوه‌ای با سر سبز بالهای خود را در آب می‌زند , پرنده‌ای در حال بال زدن به آب است ,اردک,پرنده
Sim3, سگ قهوه‌ای در فضای باز بازی نمی‌کند , سگ قهوه‌ای در فضای باز بازی می‌کند ,سگ,سگ
Sim3, سگ قهوه‌ای خزدار در منطقه چمنزار در حال عبور نیست , سگ قهوه‌ای در فضای باز بازی می‌کند ,سگ,سگ
Sim4, سگ با کت قهوه‌ای در فضای باز بازی می‌کند , سگ قهوه‌ای خزدار در حال عبور از منطقه چمنزار است ,سگ,سگ
Sim4, خانم مسن در پیاده رو منتظر نیست , خانم مسن در پیاده رو منتظر است ,خانم,خانم
Sim2, فرد مسن در پیاده رو منتظر بانویی است , زنی با کلاه خز و کت خز در بیرون ساختمان ایستاده است ,فرد,زنی
Sim3, خانم مسن در پیاده رو منتظر است , خانمی با کلاه خز و کت خز در بیرون ساختمان ایستاده است ,خانم,خانم
Sim2, خانم مسن در پیاده رو منتظر است , زنی با کلاه خز و کت خز در بیرون ساختمان نشسته است ,خانم,زنی
Sim2, زنی با کلاه خز و کت خز در بیرون ساختمان ایستاده است , خانم مسن در پیاده رو منتظر است ,زنی,خانم
Sim3, هیچ کودکی وجود ندارد که از بالای برگهای افتاده بیرون بدود , کودک خردسال در حال فرار از برگهای افتاده به بیرون است ,کودک,کودک
Sim3, هیچ کودکی وجود ندارد که از بالای برگهای افتاده بیرون بدود , یک کودک خردسال در حال عبور از جاده‌ای ماسه‌ای است که با برگهای مرده پوشانده شده است ,کودک,کودک
Sim5, مردی که کلاه حصیری دارد سیگار می‌کشد , سیگار توسط مردی که کلاه حصیری دارد دود می‌کند ,مردی,مردی
Sim4, مردی که کلاه دارد سیگار کاه می‌کشد , مردی که کلاه حصیری دارد سیگار می‌کشد ,مردی,مردی
Sim5, مردی که کلاه حصیری دارد سیگار می‌کشد , شخصی کلاه حصیری به سر دارد و سیگار می‌کشد ,مردی,شخصی
Sim5, مردی کلاه حصیری به سر دارد و سیگار می‌کشد , مردی که کلاه حصیری دارد سیگار می‌کشد ,مردی,مردی
Sim2, مردی پیراهن چهارخانه آبی به تن کرده و در خیابان با یک چرخ دوچرخه سوار شده است , مردی بدون پیراهن در خیابان ایستاده است ,مردی,مردی
Sim2, مردی بدون پیراهن در خیابان ایستاده است , مردی پیراهن و شلوار جین آستین بلند آبی به تن دارد و در خیابان در حال رانندگی با دوچرخه است ,مردی,مردی
Sim4, سه مرد به دور تپه‌های بزرگ سبز خیره نشده‌اند , سه مرد دارند به دور نگاه می‌کنند ,مرد,مرد
Sim4, سه مرد از دور به تپه‌های بزرگ سبز خیره شده‌اند , سه مرد دارند به دور نگاه می‌کنند ,مرد,مرد
Sim5, کوهی توسط دو مرد در حال صعود است , مردان در حال بالا رفتن از کوه هستند ,کوه,مرد
Sim3, مردان در حال بالا رفتن از کوه هستند , یک نفر در حال بالا رفتن از دیواری است که از سنگ ساخته شده است و مرد دیگری طنابی را در دست دارد ,مرد,نفر
Sim3, یک نفر در حال بالا رفتن از یک دیوار سنگی است و یک نفر دیگر یک طناب را در دست دارد , مردها از کوه بالا نمی‌روند ,نفر,مرد
Sim4, دو کودک روی یک مجسمه بازی می‌کنند , بعضی از کودکان روی یک مجسمه بازی می‌کنند ,کودک,بعضی
Sim4, دو کودک روی یک مجسمه بازی می‌کنند , هیچ کودکی در مجسمه بازی نمی‌کند ,کودک,کودک
Sim4, کودکان کوچک در حال پیاده شدن از یک مجسمه در پارک هستند , کودکان کوچک در حال بالا رفتن از یک مجسمه در پارک هستند ,کودک,کودک
Sim3, کودکان کوچک در حال پیاده شدن از یک مجسمه در پارک هستند , دو کودک روی یک مجسمه بازی می‌کنند ,کودک,کودک
Sim3, دو کودک روی یک مجسمه بازی می‌کنند , یک کوهنورد در حال پارک کردن با کودکان توسط مجسمه‌ای کوچک است ,کودک,کوهنورد
Sim4, یک خانم بلوند به برج نگاه می‌کند , هیچ بانوی بلوندی به برج نگاه نمی‌کند ,خانم,بانو
Sim5, زنی به منظره یک شهر نگاه می‌کند , زن در حال تماشای منظره یک شهر است ,زنی,زن
Sim4, زنی به منظره یک شهر نگاه می‌کند , هیچ بانوی بلوندی به برج نگاه نمی‌کند ,زنی,بانو
Sim3, یک خانم بلوند به برج نگاه می‌کند , زنی به منظره یک شهر نگاه می‌کند ,خانم,زنی
Sim4, شخصی در بالای کوه نشسته است , شخصی در بالای کوه ایستاده است ,شخص,شخص
Sim5, مردی در بالای سنگ‌ها ایستاده و ابرهایی پشت سر آنها قرار دارد , یک مرد در بالای سنگها ایستاده و ابرهایی پشت سر آنها قرار دارد ,مردی,مرد
Sim4, مردی در بالای سنگ‌ها ایستاده و ابرهایی پشت سر آنها قرار دارد , مردی پشت سنگها ایستاده و ابرهایی در بالای آنها قرار دارد ,مردی,مردی
Sim4, شخصی در بالای کوه ایستاده است , یک مرد در بالای سنگها ایستاده و ابرهایی پشت سر آنها قرار دارد ,شخص,مرد
Sim2, شخصی در بالای سنگها دراز کشیده و ابرهایی پشت سر آنها قرار گرفته است , شخصی در بالای کوه ایستاده است ,شخص,شخص
Sim3, مردی در بالای سنگ‌ها ایستاده و ابرهایی پشت سر آنها قرار دارد , شخصی در بالای کوه نشسته است ,مردی,شخص
Sim4, پسری خندان با لباس‌های زمستانی در حال برف زدن دست‌های میانه‌اش را بیرون از ساختمانی تکان می‌دهد , کودکی که جوان است لباس هوای سرد را پوشیده و بیرون ایستاده است ,پسر,کودک
Sim5, بچه‌ای به دوربین لبخند می‌زند و زیر آب شنا می‌کند , کودکی به دوربین لبخند می‌زند و زیر آب شنا می‌کند ,بچه,کودک
Sim4, کودکی به صورت بازیگوش در زیر آب در استخر شنا می‌کند , کودکی در زیر آب در استخر شنا می‌کند ,کودک,کودک
Sim3, کودکی در زیر آب در استخر شنا می‌کند , کودکی روی سطح آب در استخر در حال شنا است ,کودک,کودک
Sim4, کودکی به صورت بازیگوش در زیر آب در استخر شنا می‌کند , کودکی به دوربین لبخند می‌زند و زیر آب شنا می‌کند ,کودک,کودک
Sim3, کودکی به دوربین لبخند می‌زند و زیر آب شنا می‌کند , کودکی روی سطح آب در استخر در حال شنا است ,کودک,کودک
Sim4, کودکی در زیر آب در استخر شنا می‌کند , بچه‌ای به دوربین لبخند می‌زند و زیر آب شنا می‌کند ,کودک,بچه
Sim4, هیچ کسی و کودک از طریق آبهای آرام قایقرانی نمی‌کند , یک مرد و یک پسر جوان سوار بر کایاک زرد رنگ هستند ,کسی,مرد
Sim5, یک فوتبالیست آمریکایی نوار قرمز و سفید را پوشیده است , این فوتبالیست آمریکایی یک نوار قرمز و سفید پوشیده است ,فوتبالیست,فوتبالیست
Sim3, این فوتبالیست آمریکایی نوار قرمز و سفید بر تن ندارد , یک بازیکن فوتبال بازوبندهای مشکی به دست دارد ,فوتبالیست,بازیکن
Sim3, هیچ سگی در چمن در حال تعقیب توپ نیست , سگی در حال تعقیب توپ در چمن است ,سگ,سگ
Sim5, سگی در حال تعقیب توپ روی چمن‌ها است , یک سگ روی چمن‌ها یک توپ را تعقیب می‌کند ,سگ,سگ
Sim5, سگی در حال تعقیب توپ در چمن است , یک سگ روی چمن‌ها یک توپ را تعقیب می‌کند ,سگ,سگ
Sim4, سگی در حال تعقیب توپ در چمن است , یک سگ در حال از دست دادن توپ روی چمن است ,سگ,سگ
Sim5, سگی به دنبال توپ در چمن می‌دود , سگی در حال تعقیب توپ روی چمن‌ها است ,سگ,سگ
Sim4, سگی با توپ در چمن‌ها تعقیب می‌شود , سگی در حال تعقیب توپ روی چمن‌ها است ,سگ,سگ
Sim5, سگی در حال تعقیب توپ روی چمن‌ها است , سگی در حال تعقیب توپ در چمن است ,سگ,سگ
Sim3, یک سگ برنزه در حال پریدن و گرفتن توپ تنیس است , هیچ سگی برنزه‌ای نیست که بپرد و توپ تنیس را بگیرد ,سگ,سگ
Sim4, یک سگ قرمز در حال پریدن و گرفتن توپ تنیس در دهان خود است , سگی با کت برنزه در حال پریدن و گرفتن توپ تنیس است ,سگ,سگ
Sim4, یک سگ قرمز در حال پریدن و گرفتن توپ تنیس در دهان خود است , یک سگ برنزه در حال پریدن و گرفتن توپ تنیس است ,سگ,سگ
Sim3, مردی روی قطار نشسته و دست خود را به صورت خود تکیه داده است , مردی روی قطار ایستاده و دست خود را روی دامان خود قرار داده است ,مردی,مردی
Sim3, مردی روی قطار نشسته و دست خود را به صورت خود تکیه داده است , مرد مویی روی قطار نشسته است ,مردی,مرد
Sim2, مردی روی قطار نشسته و دست خود را به صورت خود تکیه داده است , مرد ریش دار روی قطار نشسته است ,مردی,مرد
Sim4, مردی روی قطار نشسته و دست خود را به صورت خود تکیه داده است , مرد ریش دار روی قطار نشسته است ,مردی,مرد
Sim3, نمایش کودک خردسال در پارک با هیجان انگیزی همراه است , کودک کوچکی در حال تماشای هیجان در پارک است ,نمایش,کودک
Sim3, دختر کوچک تاب نمی‌خورد و زن پشت سر او ایستاده نیست , دختر کوچک در حال تاب خوردن است و زن پشت سر او ایستاده است ,دختر,دختر
Sim3, یک کودک کوچک در مجموعه‌ای از پارک در حال هیجان است , دختر کوچک در حال تاب خوردن است و زن پشت سر او ایستاده است ,کودک,دختر
Sim5, یک موج سوار بر موج سوار است , موج سوار یک موج سوار می‌شود ,موج سوار,موج سوار
Sim5, یک موج سوار بر موج سوار است , یک سوار در حال موج سواری است ,موج سوار,موج سوار
Sim3, موج سواری وجود ندارد , مردی در حال اجرای ترفندی روی تخته موج سواری در آب است ,موج سوار,مردی
Sim4, یک سوار در حال موج سواری است , مردی در حال اجرای ترفندی روی تخته موج سواری در آب است ,سوار,مردی
Sim4, گروه افراد در یک اتاق کم نور نشسته‌اند , گروه افراد کم نور در یک اتاق نشسته‌اند ,افراد,افراد
Sim4, یک زن و مرد در یک اتاق روشن کنار میز با شمع ایستاده‌اند , یک مرد و دو زن در یک اتاق تاریک پشت میز با شمع نشسته‌اند ,زوج,مرد
